txn_id,line_no,txn_datetime,txn_date,branch_id,member_id,is_member_sale,member_unidentified,product_id,qty,unit_price,gross_sales,discount_amount,net_amount,line_cost,gross_profit
T0000045,1,2025-01-01,2025-01-01,B02,,0,0,D01,1,95,95,0.0,95.0,40,55.0
T0000015,1,2025-01-01,2025-01-01,B01,,0,0,D05,1,230,230,0.0,230.0,62,168.0
T0000015,2,2025-01-01,2025-01-01,B01,,0,0,F01,1,260,260,0.0,260.0,118,142.0
T0000015,3,2025-01-01,2025-01-01,B01,,0,0,D09,2,120,240,0.0,240.0,68,172.0
T0000055,1,2025-01-01,2025-01-01,B02,,0,0,D07,1,250,250,0.0,250.0,72,178.0
T0000055,2,2025-01-01,2025-01-01,B02,,0,0,F05,2,240,480,0.0,480.0,208,272.0
T0000055,3,2025-01-01,2025-01-01,B02,,0,0,D10,2,140,280,0.0,280.0,92,188.0
T0000007,1,2025-01-01,2025-01-01,B01,,0,0,D02,1,95,95,0.0,95.0,41,54.0
T0000007,2,2025-01-01,2025-01-01,B01,,0,0,D01,3,95,285,0.0,285.0,120,165.0
T0000091,1,2025-01-01,2025-01-01,B04,,0,0,D04,1,190,190,0.0,190.0,92,98.0
T0000091,2,2025-01-01,2025-01-01,B04,,0,0,D06,1,290,290,0.0,290.0,88,202.0
T0000112,1,2025-01-01,2025-01-01,B05,,0,0,D01,1,95,95,0.0,95.0,40,55.0
T0000112,2,2025-01-01,2025-01-01,B05,,0,0,D09,1,120,120,0.0,120.0,34,86.0
T0000112,3,2025-01-01,2025-01-01,B05,,0,0,D02,1,95,95,0.0,95.0,41,54.0
T0000112,4,2025-01-01,2025-01-01,B05,,0,0,F01,1,260,260,0.0,260.0,118,142.0
T0000025,1,2025-01-01,2025-01-01,B01,,0,0,F02,2,290,580,0.0,580.0,276,304.0
T0000025,2,2025-01-01,2025-01-01,B01,,0,0,F01,1,260,260,0.0,260.0,118,142.0
T0000062,1,2025-01-01,2025-01-01,B02,,0,0,D10,1,140,140,0.0,140.0,46,94.0
T0000062,2,2025-01-01,2025-01-01,B02,,0,0,F05,4,240,960,0.0,960.0,416,544.0
T0000062,3,2025-01-01,2025-01-01,B02,,0,0,F02,3,290,870,0.0,870.0,414,456.0
T0000058,1,2025-01-01,2025-01-01,B02,M01754,1,0,D02,1,95,95,0.0,95.0,41,54.0
T0000058,2,2025-01-01,2025-01-01,B02,M01754,1,0,D05,4,230,920,0.0,920.0,248,672.0
T0000061,1,2025-01-01,2025-01-01,B02,M01386,1,0,F04,2,250,500,0.0,500.0,252,248.0
T0000117,1,2025-01-01,2025-01-01,B05,,0,0,F01,1,260,260,0.0,260.0,118,142.0
T0000117,2,2025-01-01,2025-01-01,B05,,0,0,D03,1,100,100,0.0,100.0,43,57.0
T0000044,1,2025-01-01,2025-01-01,B02,,0,0,D02,1,95,95,0.0,95.0,41,54.0
T0000043,1,2025-01-01,2025-01-01,B02,M01721,1,0,D05,2,230,460,0.0,460.0,124,336.0
T0000043,2,2025-01-01,2025-01-01,B02,M01721,1,0,D09,2,120,240,0.0,240.0,68,172.0
T0000043,3,2025-01-01,2025-01-01,B02,M01721,1,0,D08,1,180,180,0.0,180.0,84,96.0
T0000006,1,2025-01-01,2025-01-01,B01,,0,0,F04,1,250,250,0.0,250.0,126,124.0
T0000006,2,2025-01-01,2025-01-01,B01,,0,0,D11,1,40,40,0.0,40.0,14,26.0
T0000080,1,2025-01-01,2025-01-01,B04,,0,0,F03,1,230,230,0.0,230.0,88,142.0
T0000080,2,2025-01-01,2025-01-01,B04,,0,0,D05,2,230,460,0.0,460.0,124,336.0
T0000080,3,2025-01-01,2025-01-01,B04,,0,0,D07,2,250,500,0.0,500.0,144,356.0
T0000095,1,2025-01-01,2025-01-01,B04,M03313,1,0,D08,1,180,180,0.0,180.0,84,96.0
T0000095,2,2025-01-01,2025-01-01,B04,M03313,1,0,D02,1,95,95,0.0,95.0,41,54.0
T0000009,1,2025-01-01,2025-01-01,B01,M00058,1,0,D08,4,180,720,0.0,720.0,336,384.0
T0000010,1,2025-01-01,2025-01-01,B01,M01022,1,0,D01,1,95,95,0.0,95.0,40,55.0
T0000010,2,2025-01-01,2025-01-01,B01,M01022,1,0,D02,4,95,380,0.0,380.0,164,216.0
T0000010,3,2025-01-01,2025-01-01,B01,M01022,1,0,D08,1,180,180,0.0,180.0,84,96.0
T0000010,4,2025-01-01,2025-01-01,B01,M01022,1,0,F04,1,250,250,0.0,250.0,126,124.0
T0000023,1,2025-01-01,2025-01-01,B01,,0,0,F04,2,250,500,0.0,500.0,252,248.0
T0000023,2,2025-01-01,2025-01-01,B01,,0,0,F04,2,250,500,0.0,500.0,252,248.0
T0000023,3,2025-01-01,2025-01-01,B01,,0,0,D01,3,95,285,0.0,285.0,120,165.0
T0000003,1,2025-01-01,2025-01-01,B01,,0,0,D09,1,120,120,0.0,120.0,34,86.0
T0000003,2,2025-01-01,2025-01-01,B01,,0,0,D05,2,230,460,0.0,460.0,124,336.0
T0000003,3,2025-01-01,2025-01-01,B01,,0,0,F01,1,260,260,0.0,260.0,118,142.0
T0000108,1,2025-01-01,2025-01-01,B05,,0,0,D01,2,95,190,0.0,190.0,80,110.0
T0000021,1,2025-01-01,2025-01-01,B01,M00181,1,0,D08,2,180,360,0.0,360.0,168,192.0
T0000067,1,2025-01-01,2025-01-01,B03,,0,0,F01,2,260,520,0.0,520.0,236,284.0
T0000041,1,2025-01-01,2025-01-01,B02,,0,0,F02,2,290,580,0.0,580.0,276,304.0
T0000041,2,2025-01-01,2025-01-01,B02,,0,0,D05,1,230,230,0.0,230.0,62,168.0
T0000041,3,2025-01-01,2025-01-01,B02,,0,0,F01,2,260,520,0.0,520.0,236,284.0
T0000041,4,2025-01-01,2025-01-01,B02,,0,0,D01,2,95,190,0.0,190.0,80,110.0
T0000024,1,2025-01-01,2025-01-01,B01,,0,0,D05,2,230,460,0.0,460.0,124,336.0
T0000024,2,2025-01-01,2025-01-01,B01,,0,0,D09,2,120,240,0.0,240.0,68,172.0
T0000048,1,2025-01-01,2025-01-01,B02,,0,0,D02,4,95,380,0.0,380.0,164,216.0
T0000031,1,2025-01-01,2025-01-01,B02,,0,0,D03,4,100,400,0.0,400.0,172,228.0
T0000031,2,2025-01-01,2025-01-01,B02,,0,0,D11,1,40,40,0.0,40.0,14,26.0
T0000031,3,2025-01-01,2025-01-01,B02,,0,0,D01,1,95,95,0.0,95.0,40,55.0
T0000031,4,2025-01-01,2025-01-01,B02,,0,0,F02,2,290,580,0.0,580.0,276,304.0
T0000016,1,2025-01-01,2025-01-01,B01,,0,0,D01,1,95,95,0.0,95.0,40,55.0
T0000016,2,2025-01-01,2025-01-01,B01,,0,0,D02,2,95,190,0.0,190.0,82,108.0
T0000016,3,2025-01-01,2025-01-01,B01,,0,0,D04,1,190,190,0.0,190.0,92,98.0
T0000016,4,2025-01-01,2025-01-01,B01,,0,0,D01,1,95,95,0.0,95.0,40,55.0
T0000074,1,2025-01-01,2025-01-01,B03,,0,0,D11,1,40,40,0.0,40.0,14,26.0
T0000101,1,2025-01-01,2025-01-01,B05,,0,0,F01,2,260,520,0.0,520.0,236,284.0
T0000049,1,2025-01-01,2025-01-01,B02,,0,0,D02,1,95,95,0.0,95.0,41,54.0
T0000096,1,2025-01-01,2025-01-01,B04,M03660,1,0,D02,1,95,95,0.0,95.0,41,54.0
T0000096,2,2025-01-01,2025-01-01,B04,M03660,1,0,D09,2,120,240,0.0,240.0,68,172.0
T0000096,3,2025-01-01,2025-01-01,B04,M03660,1,0,F05,1,240,240,0.0,240.0,104,136.0
T0000018,1,2025-01-01,2025-01-01,B01,,0,0,D05,2,230,460,0.0,460.0,124,336.0
T0000037,1,2025-01-01,2025-01-01,B02,M01699,1,0,F02,1,290,290,0.0,290.0,138,152.0
T0000037,2,2025-01-01,2025-01-01,B02,M01699,1,0,F05,1,240,240,0.0,240.0,104,136.0
T0000037,3,2025-01-01,2025-01-01,B02,M01699,1,0,D01,3,95,285,0.0,285.0,120,165.0
T0000106,1,2025-01-01,2025-01-01,B05,M04179,1,0,D01,1,95,95,0.0,95.0,40,55.0
T0000106,2,2025-01-01,2025-01-01,B05,M04179,1,0,D01,1,95,95,0.0,95.0,40,55.0
T0000017,1,2025-01-01,2025-01-01,B01,,0,0,D02,3,95,285,0.0,285.0,123,162.0
T0000017,2,2025-01-01,2025-01-01,B01,,0,0,D08,1,180,180,0.0,180.0,84,96.0
T0000042,1,2025-01-01,2025-01-01,B02,,0,0,F02,1,290,290,0.0,290.0,138,152.0
T0000042,2,2025-01-01,2025-01-01,B02,,0,0,D01,2,95,190,0.0,190.0,80,110.0
T0000042,3,2025-01-01,2025-01-01,B02,,0,0,D10,1,140,140,0.0,140.0,46,94.0
T0000026,1,2025-01-01,2025-01-01,B01,,0,0,D01,3,95,285,0.0,285.0,120,165.0
T0000026,2,2025-01-01,2025-01-01,B01,,0,0,D02,3,95,285,0.0,285.0,123,162.0
T0000026,3,2025-01-01,2025-01-01,B01,,0,0,D07,1,250,250,0.0,250.0,72,178.0
T0000056,1,2025-01-01,2025-01-01,B02,,0,0,F02,1,290,290,0.0,290.0,138,152.0
T0000056,2,2025-01-01,2025-01-01,B02,,0,0,D02,1,95,95,0.0,95.0,41,54.0
T0000056,3,2025-01-01,2025-01-01,B02,,0,0,D02,1,95,95,0.0,95.0,41,54.0
T0000075,1,2025-01-01,2025-01-01,B03,,0,0,F01,2,260,520,0.0,520.0,236,284.0
T0000092,1,2025-01-01,2025-01-01,B04,,0,0,D01,1,95,95,0.0,95.0,40,55.0
T0000092,2,2025-01-01,2025-01-01,B04,,0,0,F05,2,240,480,0.0,480.0,208,272.0
T0000115,1,2025-01-01,2025-01-01,B05,,0,0,D01,2,95,190,0.0,190.0,80,110.0
T0000115,2,2025-01-01,2025-01-01,B05,,0,0,D10,2,140,280,0.0,280.0,92,188.0
T0000105,1,2025-01-01,2025-01-01,B05,M04660,1,0,F04,1,250,250,0.0,250.0,126,124.0
T0000105,2,2025-01-01,2025-01-01,B05,M04660,1,0,F05,1,240,240,0.0,240.0,104,136.0
T0000105,3,2025-01-01,2025-01-01,B05,M04660,1,0,D11,1,40,40,0.0,40.0,14,26.0
T0000105,4,2025-01-01,2025-01-01,B05,M04660,1,0,D04,1,190,190,0.0,190.0,92,98.0
T0000100,1,2025-01-01,2025-01-01,B05,,0,0,F04,2,250,500,0.0,500.0,252,248.0
T0000084,1,2025-01-01,2025-01-01,B04,,0,0,D10,1,140,140,0.0,140.0,46,94.0
T0000029,1,2025-01-01,2025-01-01,B01,M01011,1,0,F02,1,290,290,0.0,290.0,138,152.0
T0000005,1,2025-01-01,2025-01-01,B01,,0,0,F02,1,290,290,0.0,290.0,138,152.0
T0000005,2,2025-01-01,2025-01-01,B01,,0,0,D05,1,230,230,0.0,230.0,62,168.0
T0000005,3,2025-01-01,2025-01-01,B01,,0,0,D08,1,180,180,0.0,180.0,84,96.0
T0000065,1,2025-01-01,2025-01-01,B03,,0,0,D03,2,100,200,0.0,200.0,86,114.0
T0000065,2,2025-01-01,2025-01-01,B03,,0,0,D09,1,120,120,0.0,120.0,34,86.0
T0000065,3,2025-01-01,2025-01-01,B03,,0,0,D02,2,95,190,0.0,190.0,82,108.0
T0000065,4,2025-01-01,2025-01-01,B03,,0,0,D06,2,290,580,0.0,580.0,176,404.0
T0000054,1,2025-01-01,2025-01-01,B02,M02148,1,0,D11,2,40,80,0.0,80.0,28,52.0
T0000054,2,2025-01-01,2025-01-01,B02,M02148,1,0,D11,1,40,40,0.0,40.0,14,26.0
T0000072,1,2025-01-01,2025-01-01,B03,,0,0,D03,1,100,100,0.0,100.0,43,57.0
T0000072,2,2025-01-01,2025-01-01,B03,,0,0,D05,2,230,460,0.0,460.0,124,336.0
T0000072,3,2025-01-01,2025-01-01,B03,,0,0,F03,2,230,460,0.0,460.0,176,284.0
T0000072,4,2025-01-01,2025-01-01,B03,,0,0,D05,1,230,230,0.0,230.0,62,168.0
T0000020,1,2025-01-01,2025-01-01,B01,,0,0,D02,2,95,190,0.0,190.0,82,108.0
T0000012,1,2025-01-01,2025-01-01,B01,,0,0,D05,2,230,460,0.0,460.0,124,336.0
T0000019,1,2025-01-01,2025-01-01,B01,,0,0,D07,1,250,250,0.0,250.0,72,178.0
T0000019,2,2025-01-01,2025-01-01,B01,,0,0,D01,1,95,95,0.0,95.0,40,55.0
T0000028,1,2025-01-01,2025-01-01,B01,,0,0,D01,3,95,285,0.0,285.0,120,165.0
T0000028,2,2025-01-01,2025-01-01,B01,,0,0,D04,4,190,760,0.0,760.0,368,392.0
T0000052,1,2025-01-01,2025-01-01,B02,,0,0,F01,1,260,260,0.0,260.0,118,142.0
T0000030,1,2025-01-01,2025-01-01,B01,,0,0,D05,2,230,460,0.0,460.0,124,336.0
T0000030,2,2025-01-01,2025-01-01,B01,,0,0,D07,1,250,250,0.0,250.0,72,178.0
T0000030,3,2025-01-01,2025-01-01,B01,,0,0,D04,3,190,570,0.0,570.0,276,294.0
T0000085,1,2025-01-01,2025-01-01,B04,,0,0,D04,1,190,190,0.0,190.0,92,98.0
T0000085,2,2025-01-01,2025-01-01,B04,,0,0,F01,1,260,260,0.0,260.0,118,142.0
T0000085,3,2025-01-01,2025-01-01,B04,,0,0,D02,1,95,95,0.0,95.0,41,54.0
T0000085,4,2025-01-01,2025-01-01,B04,,0,0,F01,1,260,260,0.0,260.0,118,142.0
T0000046,1,2025-01-01,2025-01-01,B02,,0,0,D03,3,100,300,0.0,300.0,129,171.0
T0000046,2,2025-01-01,2025-01-01,B02,,0,0,D03,1,100,100,0.0,100.0,43,57.0
T0000047,1,2025-01-01,2025-01-01,B02,,0,0,D03,2,100,200,0.0,200.0,86,114.0
T0000047,2,2025-01-01,2025-01-01,B02,,0,0,F01,1,260,260,0.0,260.0,118,142.0
T0000077,1,2025-01-01,2025-01-01,B03,,0,0,D02,3,95,285,0.0,285.0,123,162.0
T0000078,1,2025-01-01,2025-01-01,B03,M02856,1,0,D04,1,190,190,0.0,190.0,92,98.0
T0000038,1,2025-01-01,2025-01-01,B02,,0,0,F03,1,230,230,0.0,230.0,88,142.0
T0000039,1,2025-01-01,2025-01-01,B02,,0,0,D06,1,290,290,0.0,290.0,88,202.0
T0000039,2,2025-01-01,2025-01-01,B02,,0,0,D05,3,230,690,0.0,690.0,186,504.0
T0000004,1,2025-01-01,2025-01-01,B01,M00445,1,0,D11,1,40,40,0.0,40.0,14,26.0
T0000089,1,2025-01-01,2025-01-01,B04,,0,0,F05,1,240,240,0.0,240.0,104,136.0
T0000089,2,2025-01-01,2025-01-01,B04,,0,0,D07,3,250,750,0.0,750.0,216,534.0
T0000089,3,2025-01-01,2025-01-01,B04,,0,0,D06,3,290,870,0.0,870.0,264,606.0
T0000089,4,2025-01-01,2025-01-01,B04,,0,0,F01,1,260,260,0.0,260.0,118,142.0
T0000035,1,2025-01-01,2025-01-01,B02,,0,0,D07,1,250,250,0.0,250.0,72,178.0
T0000035,2,2025-01-01,2025-01-01,B02,,0,0,F05,2,240,480,0.0,480.0,208,272.0
T0000035,3,2025-01-01,2025-01-01,B02,,0,0,D09,1,120,120,0.0,120.0,34,86.0
T0000063,1,2025-01-01,2025-01-01,B02,,0,0,F05,1,240,240,0.0,240.0,104,136.0
T0000063,2,2025-01-01,2025-01-01,B02,,0,0,D01,1,95,95,0.0,95.0,40,55.0
T0000063,3,2025-01-01,2025-01-01,B02,,0,0,F05,1,240,240,0.0,240.0,104,136.0
T0000063,4,2025-01-01,2025-01-01,B02,,0,0,D01,2,95,190,0.0,190.0,80,110.0
T0000093,1,2025-01-01,2025-01-01,B04,,0,0,D11,1,40,40,0.0,40.0,14,26.0
T0000113,1,2025-01-01,2025-01-01,B05,,0,0,F02,3,290,870,0.0,870.0,414,456.0
T0000113,2,2025-01-01,2025-01-01,B05,,0,0,D06,4,290,1160,0.0,1160.0,352,808.0
T0000113,3,2025-01-01,2025-01-01,B05,,0,0,D05,1,230,230,0.0,230.0,62,168.0
T0000081,1,2025-01-01,2025-01-01,B04,,0,0,D01,2,95,190,0.0,190.0,80,110.0
T0000081,2,2025-01-01,2025-01-01,B04,,0,0,D03,1,100,100,0.0,100.0,43,57.0
T0000040,1,2025-01-01,2025-01-01,B02,,0,0,D07,4,250,1000,0.0,1000.0,288,712.0
T0000090,1,2025-01-01,2025-01-01,B04,,0,0,D02,1,95,95,0.0,95.0,41,54.0
T0000090,2,2025-01-01,2025-01-01,B04,,0,0,D09,1,120,120,0.0,120.0,34,86.0
T0000090,3,2025-01-01,2025-01-01,B04,,0,0,D02,2,95,190,0.0,190.0,82,108.0
T0000069,1,2025-01-01,2025-01-01,B03,,0,0,F03,1,230,230,0.0,230.0,88,142.0
T0000069,2,2025-01-01,2025-01-01,B03,,0,0,D02,2,95,190,0.0,190.0,82,108.0
T0000069,3,2025-01-01,2025-01-01,B03,,0,0,D07,1,250,250,0.0,250.0,72,178.0
T0000022,1,2025-01-01,2025-01-01,B01,,0,0,D01,1,95,95,0.0,95.0,40,55.0
T0000022,2,2025-01-01,2025-01-01,B01,,0,0,F03,1,230,230,0.0,230.0,88,142.0
T0000087,1,2025-01-01,2025-01-01,B04,,0,0,F01,2,260,520,0.0,520.0,236,284.0
T0000013,1,2025-01-01,2025-01-01,B01,,0,0,F03,1,230,230,0.0,230.0,88,142.0
T0000013,2,2025-01-01,2025-01-01,B01,,0,0,D02,1,95,95,0.0,95.0,41,54.0
T0000013,3,2025-01-01,2025-01-01,B01,,0,0,D03,1,100,100,0.0,100.0,43,57.0
T0000088,1,2025-01-01,2025-01-01,B04,,0,0,F03,1,230,230,0.0,230.0,88,142.0
T0000082,1,2025-01-01,2025-01-01,B04,,0,0,D01,3,95,285,0.0,285.0,120,165.0
T0000094,1,2025-01-01,2025-01-01,B04,,0,0,D07,1,250,250,0.0,250.0,72,178.0
T0000079,1,2025-01-01,2025-01-01,B04,M03496,1,0,D03,1,100,100,0.0,100.0,43,57.0
T0000079,2,2025-01-01,2025-01-01,B04,M03496,1,0,D11,2,40,80,0.0,80.0,28,52.0
T0000079,3,2025-01-01,2025-01-01,B04,M03496,1,0,D02,3,95,285,0.0,285.0,123,162.0
T0000032,1,2025-01-01,2025-01-01,B02,,0,0,D07,1,250,250,0.0,250.0,72,178.0
T0000073,1,2025-01-01,2025-01-01,B03,,0,0,D11,2,40,80,0.0,80.0,28,52.0
T0000011,1,2025-01-01,2025-01-01,B01,,0,0,F03,1,230,230,0.0,230.0,88,142.0
T0000111,1,2025-01-01,2025-01-01,B05,M04656,1,0,D11,1,40,40,0.0,40.0,14,26.0
T0000110,1,2025-01-01,2025-01-01,B05,,0,0,D03,2,100,200,0.0,200.0,86,114.0
T0000110,2,2025-01-01,2025-01-01,B05,,0,0,D05,1,230,230,0.0,230.0,62,168.0
T0000066,1,2025-01-01,2025-01-01,B03,,0,0,D11,1,40,40,0.0,40.0,14,26.0
T0000066,2,2025-01-01,2025-01-01,B03,,0,0,F02,2,290,580,0.0,580.0,276,304.0
T0000066,3,2025-01-01,2025-01-01,B03,,0,0,D02,2,95,190,0.0,190.0,82,108.0
T0000066,4,2025-01-01,2025-01-01,B03,,0,0,F02,3,290,870,0.0,870.0,414,456.0
T0000051,1,2025-01-01,2025-01-01,B02,,0,0,F03,4,230,920,0.0,920.0,352,568.0
T0000051,2,2025-01-01,2025-01-01,B02,,0,0,D03,1,100,100,0.0,100.0,43,57.0
T0000051,3,2025-01-01,2025-01-01,B02,,0,0,D06,1,290,290,0.0,290.0,88,202.0
T0000051,4,2025-01-01,2025-01-01,B02,,0,0,D01,1,95,95,0.0,95.0,40,55.0
T0000064,1,2025-01-01,2025-01-01,B02,M01503,1,0,D09,1,120,120,0.0,120.0,34,86.0
T0000064,2,2025-01-01,2025-01-01,B02,M01503,1,0,D11,1,40,40,0.0,40.0,14,26.0
T0000064,3,2025-01-01,2025-01-01,B02,M01503,1,0,F04,4,250,1000,0.0,1000.0,504,496.0
T0000099,1,2025-01-01,2025-01-01,B05,,0,0,D03,1,100,100,0.0,100.0,43,57.0
T0000099,2,2025-01-01,2025-01-01,B05,,0,0,D03,1,100,100,0.0,100.0,43,57.0
T0000068,1,2025-01-01,2025-01-01,B03,,0,0,F01,3,260,780,0.0,780.0,354,426.0
T0000116,1,2025-01-01,2025-01-01,B05,,0,0,F05,1,240,240,0.0,240.0,104,136.0
T0000109,1,2025-01-01,2025-01-01,B05,,0,0,F02,1,290,290,0.0,290.0,138,152.0
T0000109,2,2025-01-01,2025-01-01,B05,,0,0,D03,1,100,100,0.0,100.0,43,57.0
T0000109,3,2025-01-01,2025-01-01,B05,,0,0,D01,1,95,95,0.0,95.0,40,55.0
T0000033,1,2025-01-01,2025-01-01,B02,,0,0,D07,2,250,500,0.0,500.0,144,356.0
T0000033,2,2025-01-01,2025-01-01,B02,,0,0,F01,1,260,260,0.0,260.0,118,142.0
T0000027,1,2025-01-01,2025-01-01,B01,,0,0,D01,3,95,285,0.0,285.0,120,165.0
T0000027,2,2025-01-01,2025-01-01,B01,,0,0,D11,1,40,40,0.0,40.0,14,26.0
T0000027,3,2025-01-01,2025-01-01,B01,,0,0,D01,3,95,285,0.0,285.0,120,165.0
T0000059,1,2025-01-01,2025-01-01,B02,M02330,1,0,D02,2,95,190,0.0,190.0,82,108.0
T0000036,1,2025-01-01,2025-01-01,B02,,0,0,D01,1,95,95,0.0,95.0,40,55.0
T0000104,1,2025-01-01,2025-01-01,B05,,0,0,F05,1,240,240,0.0,240.0,104,136.0
T0000104,2,2025-01-01,2025-01-01,B05,,0,0,D06,2,290,580,0.0,580.0,176,404.0
T0000107,1,2025-01-01,2025-01-01,B05,,0,0,F05,2,240,480,0.0,480.0,208,272.0
T0000107,2,2025-01-01,2025-01-01,B05,,0,0,D01,1,95,95,0.0,95.0,40,55.0
T0000002,1,2025-01-01,2025-01-01,B01,,0,0,D09,3,120,360,0.0,360.0,102,258.0
T0000127,1,2025-01-02,2025-01-02,B01,,0,0,D01,1,95,95,0.0,95.0,40,55.0
T0000219,1,2025-01-02,2025-01-02,B05,,0,0,F02,2,290,580,0.0,580.0,276,304.0
T0000192,1,2025-01-02,2025-01-02,B04,M03908,1,0,D10,2,140,280,0.0,280.0,92,188.0
T0000192,2,2025-01-02,2025-01-02,B04,M03908,1,0,D08,3,180,540,0.0,540.0,252,288.0
T0000190,1,2025-01-02,2025-01-02,B04,M03800,1,0,D05,3,230,690,0.0,690.0,186,504.0
T0000190,2,2025-01-02,2025-01-02,B04,M03800,1,0,F04,2,250,500,0.0,500.0,252,248.0
T0000211,1,2025-01-02,2025-01-02,B05,,0,0,D05,4,230,920,0.0,920.0,248,672.0
T0000211,2,2025-01-02,2025-01-02,B05,,0,0,D03,3,100,300,0.0,300.0,129,171.0
T0000178,1,2025-01-02,2025-01-02,B03,,0,0,D02,3,95,285,0.0,285.0,123,162.0
T0000178,2,2025-01-02,2025-01-02,B03,,0,0,D01,2,95,190,0.0,190.0,80,110.0
T0000194,1,2025-01-02,2025-01-02,B04,,0,0,F02,1,290,290,0.0,290.0,138,152.0
T0000194,2,2025-01-02,2025-01-02,B04,,0,0,D01,2,95,190,0.0,190.0,80,110.0
T0000209,1,2025-01-02,2025-01-02,B05,,0,0,D02,2,95,190,0.0,190.0,82,108.0
